"vehicle_id","vehicle_brand","vehicle_model","vehicle_type","manufacturing_year","battery_manufacturer","battery_chemistry","battery_capacity_kwh","drive_type","odometer_km","vehicle_age_years","fleet_or_private","battery_serial","cycle_count","battery_health_percent","state_of_charge","depth_of_discharge","state_of_health","cell_voltage_avg","cell_voltage_std","pack_voltage","cell_temperature_avg","cell_temperature_max","internal_resistance","charge_efficiency","discharge_efficiency","remaining_capacity","capacity_loss_percent","charging_cycles_last_month","fast_charge_ratio","slow_charge_ratio","average_charge_power_kw","average_charging_time","overnight_charging_ratio","home_charging_ratio","charging_interruptions","overcharge_events","average_speed","average_trip_distance","aggressive_acceleration_score","hard_braking_score","regenerative_braking_usage","highway_driving_ratio","city_driving_ratio","daily_distance","average_ambient_temperature","maximum_temperature","minimum_temperature","humidity","altitude","terrain_type","dust_exposure","last_service_days","cooling_system_health","firmware_updates","previous_faults","maintenance_score","thermal_runaway_risk","voltage_imbalance","temperature_variance","sensor_fault_count","bms_warning_count","abnormal_voltage_events","battery_stress_index","aging_score","thermal_health_score","charging_quality_score","driving_stress_score","predicted_remaining_life_cycles","battery_failure"
"EV114224","Nissan",,"SUV","2020","SK On","LFP","81.79","AWD","141267","6.22","Private","BAT-10014224","1513","88.12","29.71","42.65","87.58","3.662","0.0368","260","44.76","56.01","0.481","97.47","97.16","72.07","11.88","10","0.22","0.64","23.14","315.01","0.17","0.2","0","1","87.09",,"96.44","90.58","40.15","0.51","0","3.86",,"45.97","15.28","21.83","927.71","Coastal","48.81","808.5","92.52","27","0","72.6","44.63","50.23","29.01","0","3","0","56.85","64.67","53.46","89.52","57.07","7364","0"
"EV114690","Mahindra","BE 6","Crossover","2015","BYD Battery","LTO","145.48","AWD","155776.4","11.08","Private","BAT-10014690","1750","74.3","32.58","63","75.44","3.592","0.0237","366.38","35.02","42.19","0.668","96.28","93.87","108.09","25.7","28","0.24","0.66","53.75","159.54","0.21","0.07","1","0","92.28","130.64","35.84","33.32","16.32","0","0.04","102.31","13.04","26.93","-0.03","38.34","325.11","Mountainous","57.72","561.1","95.08","2","1","68.09","17.9","35.73","29.15","0","0","1","61.49","96.33",,"92.14","45.44","5894","0"
"EV110737","Volkswagen","ID.3","SUV","2023","CATL","NMC","146.44","FWD","203210.6","2.63","Fleet","BAT-10010737","1909","92.09","59.62","50.49","90.95","3.584","0.0201","358.4","17.12","33.13","0.327","97.11","95.67","134.86","7.91",,"0.44","0.53","30.83","404.52","0.86","1","2","2",,"140.41","98.47","97.05","87.22","0.6","0.59","135.01","32.8","49.19","20.13","20.62","1127.26","Mountainous","36.19","380.7",,"13","1","68.95","6.32","29.13","0.33","1","1","0","46.36","51.75","94.96","83.65","62.82","9093","0"
"EV115236","BYD","Dolphin","Sedan","2021","Panasonic","LFP","26.39","RWD","95538.6","4.8","Private","BAT-10015236","671","88.07","29.05","53.01",,"3.584","0.06","301.06","11.61","26.44","0.334","96.52","95.54","23.24","11.93","41","0.48","0.28","40.78","36.13","0.47","0.6","0","1","41.46","106.98","84.13","21.65","59.52","0.55","0.52","205.3","24.62","34.4","6.18","72.91","1777.99","Hilly","91.28","1200.6","86.57","26","1","48.22",,"80.04","1.82","2","1","1",,"39.58","98.12","85.7","62.75","10150","0"
"EV117940",,"Model 3","SUV","2016","Envision AESC","NMC","110.37","AWD","150441.7","9.83","Private","BAT-10017940","1469","79.05",,"37.88","75.09","3.387","0.0039","335.31","29.27","40.99","0.438","95.41","95.63","87.25","20.95","22","0.36","0.58","20.01","326.08","0.23","0.52","0","0","86.39","7.68","90.51","47.93","76.08","0.93","0.33","6.19","41.26","52.02","24.43",,"810.62","Mountainous","95.39","1266.1","85.73","12","1","43.15","13.26","10.17","0","2","1","0","33.78","86.95","84.02","89.83","38.04","7044","0"
"EV113882","BMW","iX1","Sedan","2020","Northvolt","LFP","53.49","RWD","217705.4","6.14","Fleet","BAT-10013882","1399","86.66","28.24","35.49","86.45","3.533","0.002","268.51","23.78",,"0.365","96.32","96.71","46.35","13.34","22","0.15","0.75","36.94","70.41","0.09","0.25",,"1","87.2","10.51","71.04","62.28","99.22","0.34","0.84","9.78","46.9","58.88","30.84","87.04","28.93","Desert","26.39","700","79.83","13","1","72.85","4.66","8.04","0","0","1","0","31.94","60.84","89.02","84.56","35.4","9275","0"
"EV107407","Honda","Prologue","Truck","2022","LG Energy Solution","NCA",,"AWD","103942","3.63","Fleet","BAT-10007407","800","95.01","65.97","51.03","96.25","3.35","0.0021","274.7","35.5","49.19","0.257","96.56",,"140.31","4.99","27","0.22","0.7","38.28","349.47","0.79","0.38","1","0","56.83",,"2.5","96.06","94.73",,"0.21","205.3","-10.18","-3.68","-17.99","77.73","79.25","Hilly","41.21","912.6","97.15","3","0","62.62","22.12","5.44","32.94","0","1","0",,"37.68","77.16","90.89","44.34","10904","0"
"EV118926","GM","Chevrolet Bolt","Van","2016","Panasonic","NMC","73.64","RWD","124275.7","10.07","Private","BAT-10018926","1164","72.59","96.5","59.65","71.95","3.683","0.0008","368.3","16.56","37.94","0.622","94.8","94.33","53.46","27.41","6","0.35","0.4","20.45","239.51","0.72",,"0","1","37.35","51.12",,"56.94","55.06","0.69","0.65","15.73","-12.05","7.31","-25.92","85.15","1033.84","Desert","41.44","324.8","83.43","28","0","83.52","12.67","3.52","32.94","0","0","0","77.1","70.82","87.27","85.76","36.34","5485","0"
"EV102528","Porsche","Macan Electric","Van","2024","Northvolt","LFP","148.21","FWD","238631.6","1.75","Fleet","BAT-10002528","2117","90.68","58.31","35.11","91.74","3.657","0.0037","310.85","22.09","34.9","0.237","96.63","97.86","134.4","9.32","29","0.39","0.53","92.97","76.79","0.28","0.86","1","0","105.64","131.25","20.14","79.25","90.49","0.37","0.77","109.6","32.56","44.86","19.86","45.31","733.89","Desert","1.2","1011","89.48","12","2","48.91","0","10.36","2.34","0","0","2","24.26","50.38","100","89.45","39.46","9241","0"
"EV112515","Kia","EV9","Crossover","2017","Envision AESC","LFP","137.54","FWD","188790.1","8.51","Fleet","BAT-10012515","1398","83.57","5.04","22.75","81.97","3.684","0.0022","265.25","23.98","41.26","0.325","97.26","95.75","114.94","16.43","40","0.38","0.56","55.63","122.23","0.15","0.21","0","0","102.74","99.61","41.5","8.02","43.1","0.59","0.59","84.38","31.58","37.61","24.56",,"832","Coastal","9.06","1187","90.35","19","1","57.94","13.47","5.57","9.68","0","3","1","33.18","67.24","85.01","84.3","35.68","9332","0"
"EV103500","GM","Cadillac Lyriq","Van","2019","LG Energy Solution","NMC","116.93","RWD","199948.8","7.1","Private","BAT-10003500","1248","71.6","20.17","29.62","72.71",,"0.0498","292.72","13.98","21.74","0.574","94.51","94.56","83.72","28.4","30","0.28","0.67","16.65","600","0.42","0.68","0","0","50.99","104.35","60.81","36.54","41.95","0.47","0.79","128.67","42.35","51.55","33.16","22.12","1906.96","Flat","70.72","844.1","79.2","30","3","63.19","17.43","71","0","0","2","0","34.14","73.67","79.78","95.5","48.98","7087","0"
"EV102689","Tata","Tiago EV","Van","2021","Northvolt","LFP","30.7","RWD","128385.6","5.14","Private","BAT-10002689","839","95.26","96.11","57.34",,"3.651","0.0084","303.03","40.81","53.68","0.228","97.45","98.16","29.24",,"34","0.25","0.74","28.77","65.79","0.51","0.96","0",,,"33.24","26.81","9.13","9.26","0.9","0.09","39.64","-8.12","1.83","-12.5","22.76","2073.73","Hilly","62.62","34.5","88.21","8","1","95.52","38.13","15.94","32.94","2","1","1","44.86","37.38","62","98.99",,"9901","0"
"EV102005","Renault","Zoe","Hatchback","2015","BYD Battery","LFP","78.45","AWD","240240.2","10.37","Fleet","BAT-10002005","1588","68.84","75.58","62.48",,"3.515","0.0125","274.17","22.29","41.67","0.739","95.51","94.2","54","31.16","33","0.43","0.51","12.31","389.93","0.78",,"1","0","95.34","116","40.14","58.83","7.07","0.32","0.47","25.05","-15.81","-1.79","-29","48.19","1224.06","Coastal","5.42","320.7","83.37","29","3","76.18","8.44",,,"1","0","2","68.94","87.4","93.04","91.63","45.12","5219","1"
"EV119816","Nissan","Leaf","Hatchback","2022","BYD Battery","NMC","121.31","FWD","70425.4","4.2","Private","BAT-10019816","871","78.74","64.44","40.26","79.72","3.445","0.001","354.84","49.28","58.88","0.383","95.85","94.64","95.52","21.26","25","0.54","0.42","135.37","49.53",,"0.24","1","0","23.81","21.12","36","70.6","73.59","0.84",,"31.78","9.63","20.83","2.51","97.89","2354.45","Desert","62.88","1117.1","91.38","27","1","54.82","50.77","4.6","32.94","0","3","1","54.32",,"47.42","81.99","33.78",,"1"
"EV110038","Mahindra","XUV400","Truck","2016","Envision AESC","LMO","146.6","AWD",,"10.02","Private","BAT-10010038","976","69.18","56.1","48.92","69.43","3.387","0.0002","287.9","42.02","48.47",,"94.4","94.11","101.42","30.82","19","0.42","0.43","34.65","279.36","0.54",,"2","0","39.41","126.13","35.73","85.69","42.09","0.74","0.46","150.34","33.34","38.62","23","29.04","633.1","Mountainous",,"960.7","87.36","1","0","55.07","23.86","2.24","15.13","0","0","0","62.52","78.86","79.74","88.36","55.37","6932","0"
"EV107441",,"Ioniq 5","SUV","2017","Northvolt","LMO","83.83",,"130520.6","8.95","Fleet","BAT-10007441","1029","76.28","26.45","65.89","77.75","3.57",,"271.32","12.96","31.79","0.435","94.93","93.55","63.95","23.72","24","0.52","0.25","38.2","152","0.49","0.01","2","3","39.16","96.53","86.37","52.35",,"0.99","0.13","62.35","32","38.66","23.44","13.81","508.73","Mountainous","94.19","130.7","88.57","5","1","96.52","12.82","9.43","0","1","1","0","59.84","61.41","86.52",,"56.19","7248","0"
"EV108274","Lucid","Air","Crossover","2019","CATL","NMC","138.19","RWD","192638.7","7","Private","BAT-10008274","1250","85.06","76.84","28.64","84.29","3.601","0.0033","320.49","15.89","27.68","0.505","96.14","95.07","117.54","14.94",,"0.45","0.32","11.38","600","0.52","0.46","0","0","82.47","49.26","70.67","66.43","36.16","0.62","0.7","27.72","24.43","43.78","8.23","72.36","399.25","Coastal","39.44","1161.3","96.02","30","1","52.48","3.26","6.53",,"1","2","1","26.28","54.94","94.32","92.22","46.66","9036","0"
"EV117549","Kia","EV9","Van","2019","SK On","NCA","27.27","RWD","87091.9","6.15","Private","BAT-10017549","1304","79.61","31.29","20.7","77.74","3.534","0.0032","254.45","36.93","44.23","0.501","96.5","95.6","21.71",,"15","0.19","0.68","65.21","41.95","0.37","0.33","1","0","93.78","127.5","18.52","54.85","81.84","0.66","0.54","157.13","-5.06","7.14",,"77.9","2101.83","Mountainous","57","1012.4","94.6","23","5","34.78","19.25","16.04","32.94","1","1","0","51.6","66.96","83.54","93.98","41.41","7864","1"
"EV103249","Tesla","Model S","Crossover","2015","Envision AESC","LFP","139.29","FWD","128493","11.22","Private","BAT-10003249","1478","63.94","98.8","42.65","62.78","3.743","0.0005","306.93","24.37","32.31","0.768","94.78","93.53","89.06","36.06","27","0.41","0.35","28.37","473.04","0.73","0.89",,"1","62.47","4.45","89.26","77.54","28.82","0.1","0.6","3","14.64","24.49","-4.88","58.58","539.98","Desert","90.98","1074","92.37","21","2","46.28","10.97","5.56","17.67","0","0","0","63.85","98.73","90.62","84.19","52.03","3662","0"
"EV107809","Volkswagen","ID.3","Van","2015","LG Energy Solution","LTO","53.33","AWD","187190.7","10.91","Fleet","BAT-10007809","1482","74.77",,"54.37","73.65","3.274","0.0139","265.19","24.39","33.39","0.62","96.21","94.81","39.87","25.23","6",,"0.67","37.21","98.82","0.6","0.12","3","0","96.52","101.41",,"1.22","15.34","0.4","0.93","119.28","8.44","27.13","2.81","97.64","392.55","Coastal","61.84","83.4","87.08","29","0","100","8.77","20.57","24.95","0","1","0","48.23","86.6","93.46","83.3","42.77","6258","0"
"EV103456","Hyundai","Ioniq 5","Truck","2022","BYD Battery","NMC","32.63","FWD",,"4.11","Fleet","BAT-10003456","740","89.76","99","24.9","90.19","3.421","0.0336","307.89","43.13","62.59","0.298","97.96","96.39","29.29","10.24","21","0.48","0.3","21.69","79.05","0.55","1","1","0","93.22","133.27","83.06","82.39","7.51","0.35","0.98","58.27","-22.4","-5.8","-40.15","7.82","2529.99","Coastal","48.63",,"94.93","29","1","39.32","51.53","47.63","32.94","0","0","1","46.57","31.77","49.78","85.6","56.61",,"0"
"EV114696","Mahindra","XUV400","Van","2018","SK On","NMC","60.06","RWD","289536.6","7.92","Private","BAT-10014696","2803","71.08","7.2","11.97","71.41","3.692","0.0072","306.44",,"36.4","0.696","95.03","92.96","42.69","28.92","27",,"0.6","59.09","49.57","0.73","0.94","3","0","51.34","40.17","50.7","47.4","43.27","0.7","0.6","28.46","-17.91","-4.33","-22.33","81.53","1699.71","Mountainous",,"1178.6","84.32","17","0","57.56","8.1","13","32.94","0","0","1","49.56","97.89","92.06","84.62","36.3","5535","0"
"EV103098","Tata","Tiago EV","Hatchback","2024","Panasonic","LFP","102","AWD","198071.2","1.78","Private","BAT-10003098","1270","93.05","65.56","58.57","93.76",,"0.0124","254.54","35.94","49.04","0.222","96.81","97.26","94.91","6.95","31","0.38","0.62","31.83","304.74","0.12","0.41","1","1","86.88","44.1","30.14","1.96",,"0.19","0.26","42.53",,"34.06","18.85","7.87","2291.06","Hilly","27.02","1326.3","87.27","12","2","40.81","23.21","22.13","26.62","1","0","1","51.04","30.26","75.19","88.63","26.91","9021","0"
"EV119908",,"EV9","SUV","2021","LG Energy Solution","NMC","124.49","RWD","117613.7","5.02","Fleet","BAT-10019908","1016","76.45","17.21","75.45","78.33","3.62","0.0055","314.94","31.74","48.58","0.717","94.77","94.35","95.17","23.55","21","0.59","0.16","40.59","216.17","0.66","0.15","2",,"88.19","56.09","37.36","53.33","27.38","0.59","0.32","27.93","11.23","24.93","-8.53","92.25","1267.86","Coastal",,"412.6","92.49","29","0","81.12","25.69","8.54","32.94",,"1","1","70.16","51.06","71.04","75.99","34.09","7087","0"
"EV105626","Kia","EV9","Crossover","2018","LG Energy Solution","LFP","131.36","AWD","331730","7.9","Private","BAT-10005626","2287","68.43","5.1","38.8","68.56","3.443","0.0128","302.98","31.2","39.89","0.732","95.38","94.42","89.89","31.57","6","0.2","0.7","19.74","537.4","0.55","0.3","0","0",,"33.23","6.18","92.32","24.45","0.19","0.85","26.67","40.14","58.16","20.72","48.69","585.1","Desert","59.12","806.5","77.48","12","2","65.67","14.19","21.37","0","3","2","1","30.03","93.26","87.16","97.78","28.79","6651","0"
"EV116717","Nissan","Ariya","SUV","2017","BYD Battery","LMO","111.77","FWD","335153","8.93","Fleet","BAT-10016717","2110","79.58",,"40.02","78.85","3.574","0.0064","285.92","17.37",,"0.429","95.51","95.01","88.95","20.42","41","0.11","0.73","29.35","316.53","0.38","0.84","0","1","47.96","100.68","66.73","44.52","63.11","0.44","0.99","59.94","12.75","22.29","8.99","69.56","1166.19","Coastal","77.35","1338","93.66","13","2","35.58","6.39","14.68","12.98",,"1","0","45.63","87.8","88.78","90.69","45.42","7674","0"
"EV114424","BYD","Seal","Hatchback","2024","Northvolt","LFP","76.58",,"275004.5","1.61","Private","BAT-10014424","2505","89.93",,"15.33","91.5","3.597","0.0068","284.16","38.17","45.69","0.377",,"96.46","68.87","10.07","23","0.41","0.41","21.67","272.3","0.01","0.68","0","2","104.29","105.61","86.68","55.39","48.98","0.74","0.15","74.7","-2.49","6.82","-11.64","92.78","1582.73","Flat","75.46","446","93.59",,"0","83.29","14.36","10.1","32.94","1","1","0","60.12","50.9","89.7","83.16","52.47","8494","0"
"EV101422","BYD","Atto 3","Van","2021","Guoxuan","NMC","135.78","RWD","155680.7","5.04","Private","BAT-10001422","1025","82","80.91","46.76","82.75","3.615","0.008","289.2","30.49","39.8","0.382","96.74",,"111.34","18","18","0.11","0.86","35.5","344.49","0.22","0.92","1","0","50.17","56.34","77.19","90.86","90.43","0.9","0.88","44.28","3.53",,"-8.77","45.34","1296.68","Mountainous","83.01","594.7","88.85","3","0","73.83","3.86","12.45",,"3","1","1","43.91","48.8","96.53","100","53.15","7611","0"
"EV109420","GM","Cadillac Lyriq","Van","2022","CATL","NMC","129.31","AWD","76258.8","3.99","Fleet","BAT-10009420","669","87.64","65.67","49.84","88.4","3.65","0.0056","379.6","27.35","42.27","0.312","95.79","94.65","113.33","12.36","14","0.31","0.55","34.5","209.53","0.11","0.27","4","1","34.51","15.99","35.77","42.97","70.45","0.91","0.14","27.6","31.27","36.5","18.59","53.64","2615.6","Coastal","26.67","825.7","89.77","10","1","63.63","12.8","10.16","11","0",,"1","39.6","38.41","90.1","66.67","19.87","9460","0"
"EV111128","Hyundai","Ioniq 5","Hatchback","2021","Guoxuan","NMC","86.36","RWD","234152.8","5.54","Fleet","BAT-10011128","1577","77.77","39.5","56.12","75.51","3.531",,"342.51","40.97","56.41","0.474","94.82","93.38","67.16","22.23","5","0.45","0.33","40.74","166.72","0.09","0.43","0","0","68.03","47.12","75.57","97.68",,"0.34","0.24","46.3","-23.32","-9.12",,"66.01","1834.81","Mountainous","94.45","1371.2","93.4","15","1","39.5","46.17","3.89","32.94","0","3","1","64.75","66.36","50.73","83.9","48.57","7027","1"
"EV102533","Ford","F-150 Lightning","SUV","2019","LG Energy Solution","NMC","106.8",,"126494.7","7.11","Private","BAT-10002533","917","84.87","26.81","57.33","83.25","3.754","0.0173","281.55","44.81","62.48","0.446","95.66","95.02","90.64","15.13","20","0.22","0.69","19.04","492.31","0.06","0.16",,"1","89.66","34.24","49.08","47.13","74.43","0.73","0.28","36.59","-3.64","5.76","-8.65","37.08","2233.33","Coastal","4.91","1200.9","89.91","2","0","48.09","50.81","26.06","32.94","0","2","0","55.5","53.42","52.42","78.86","24.54","7776","0"
"EV111301","Honda","e:N1","Van","2017","Guoxuan","NMC","57.9","FWD","63711.5","8.99","Private","BAT-10011301","959","82.2","81.94","45.7","82.1","3.453","0.0161","331.49","21.66","33.84","0.473","95.56",,"47.59","17.8","30","0.1","0.72","72.98","78.46","0.59","0.52","0","0","111.68","8.55","62.7","55.84","84.16","0.35","0.93","13.51","6.9","23.38","-4.15","23.82","1031.31","Desert","96.06","1476.3","88.08","26","1","37.93","4.17","26.34","26.94","0","0","1","42.28","63.54","95.39","100","34.81","8096","0"
"EV106514","Mercedes-Benz","EQE","Truck","2017","BYD Battery","NMC","61.85","FWD","114744.8","8.87","Fleet","BAT-10006514","1214","82.32","48.17","32.96","82.72","3.47","0.0084","315.77","22.83","34.49","0.426","96.81","94.76","50.91","17.68","7","0.3","0.56","60.92","59.74","0.42","0.85","0","1","10.38","67.46","76.7","17.04",,"0.06",,"33.19","43.14","63.14","38.95","44.81","2210.27","Mountainous","52.33","769.4","69.07","27","2","60.16","19.87","15.48","0","0","0","2","30.86","69.26","83.71","90.96","36.45","8161","0"
"EV101924","Tesla","Model 3","SUV","2024","Envision AESC","NMC","40.6","AWD","47872.7","2.17","Private","BAT-10001924","605","94.16","61.64","52.56","95.13","3.444","0.0024","244.52","19.77","38.36","0.184","96.48","97.19","38.23","5.84","35",,"0.63","25.98","119.47","0.27","0.54","0","0","94.08","90.85","64.79","52.26",,"0.71","0.91","85.87","1.8","14.07","-13.05","90.38","2445.86","Coastal","83.89","1088.8","89.86","23","0","56.72","6.05","5.59","32.94","0","0","0","49.95","19.01","96.73","100","49","9651","0"
"EV119025","Rivian","R1S","Van","2024","LG Energy Solution","LFP","76.39","RWD","66593.2","2.44","Private","BAT-10019025","632","94.21","87.05","80.44","95.3","3.788","0.0025",,"34.45","41.88","0.398","96.63","97.71","71.97",,"17","0.25","0.54","36.97","169.96","0.64","0.64","2","0","61.65",,"33.56","85.32","17.13","0.03","0.08","80.73","27.71","34.78",,"25.89","786.01","Desert","82.05","1107.7","98.55","20","0","55.78","12.43","6.02","14.17","1",,"1","36.45","23.91","82.35","83.25","51.76","10578","0"
"EV118203","Mercedes-Benz","EQA","Van","2024","CATL","NMC","65.6","FWD","113109.2","2.02","Private","BAT-10018203","929","90.31","54.98","48.55","87.66","3.722","0.0028","312.65","19.89","39.64","0.268","96.85","96.83","59.24","9.69","7","0.24","0.58","23.83","171.78","0.11","0.45","1","1","73.66","65.26","17.65","97.85","20.29","0.59","0.78","50.16","-17.65","-5.16","-21.76","25.41","1154.92","Coastal","37.1","394.5","90.14","8","1",,"13.96","6.79","32.94","1","2","0","41.18","31.61","85.72","86.73","39.92","9808","0"
"EV113125","Ford","F-150 Lightning","Sedan","2021","CATL","LMO","142.79","RWD","114551.4","4.95","Private","BAT-10013125","1063","85.63","80.6","62.93","86.62","3.744",,"321.98","20.8","42.1","0.352",,"96.87","122.27",,"36","0.08","0.83","21.67","437.24","0.19","0.68","1","0","34.34","58.7","10.36","17.57","74.89","0.85","0.03","19.39","21.14","37.19","12.45","88.12","1135.35","Desert","63.49","1475.4","87.08","12",,"23.91","8.11","23.4","20.96","0","0","0","43.26","50.15","94.25","98.68","20.78",,"0"
"EV113961","Kia","EV6","Sedan","2022","CATL","LFP","66.89","FWD","125976.7","3.99","Private","BAT-10013961","859","86.43","76.15","38.47","84.84","3.781","0.0206","389.44","22.97","33.53","0.358","95.74","96.01","57.81","13.57","39","0.12","0.68","35.56","109.55","0.26","0.27","1","1","80.41","126.18","86.7","16.7","95.82","0.82","0.87","52.61","4.59","14.03","-15.3","78.45","1096.87","Flat","13.15","1301.7","91.8","7","2","36.01","0","33.78","28.94","0","0","0","51.25","35.35","100","87.71","41.68","8505","0"
